location,date,new_cases,new_deaths,new_vaccinations,total_cases,total_deaths,total_vaccinations
Philippines,2021-05-18,4470.0,110.0,,1154371.0,19372.0,3299470.0
Philippines,2021-05-19,4684.0,135.0,,1159055.0,19507.0,
Philippines,2021-05-20,6083.0,134.0,,1165138.0,19641.0,3718308.0
Philippines,2021-05-21,6248.0,122.0,237984.0,1171386.0,19763.0,3956292.0
Philippines,2021-05-22,6821.0,183.0,141133.0,1178207.0,19946.0,4097425.0
Philippines,2021-05-23,1584.0,5.0,72480.0,1179791.0,19951.0,4169905.0
Philippines,2021-05-24,4909.0,32.0,135670.0,1184700.0,19983.0,4305575.0
Philippines,2021-05-25,3966.0,36.0,189800.0,1188666.0,20019.0,4495375.0
Philippines,2021-05-26,5281.0,150.0,170983.0,1193947.0,20169.0,4666358.0
Philippines,2021-05-27,6459.0,210.0,196000.0,1200406.0,20379.0,4862358.0
Philippines,2021-05-28,8733.0,187.0,,1209139.0,20566.0,
Philippines,2021-05-29,7430.0,156.0,,1216569.0,20722.0,
Philippines,2021-05-30,7048.0,138.0,,1223617.0,20860.0,5180721.0
Philippines,2021-05-31,6673.0,106.0,,1230290.0,20966.0,
Philippines,2021-06-01,5169.0,46.0,,1235459.0,21012.0,5382172.0
Philippines,2021-06-02,5223.0,146.0,135351.0,1240682.0,21158.0,5517523.0
Philippines,2021-06-03,7205.0,199.0,,1247887.0,21357.0,
Philippines,2021-06-04,7431.0,180.0,,1255318.0,21537.0,5828735.0
Philippines,2021-06-05,6932.0,195.0,78520.0,1262250.0,21732.0,5907255.0
Philippines,2021-06-06,7215.0,166.0,58396.0,1269465.0,21898.0,5965651.0
Philippines,2021-06-07,6531.0,71.0,130557.0,1275996.0,21969.0,6096208.0
Philippines,2021-06-08,4759.0,95.0,218340.0,1280755.0,22064.0,6314548.0
Philippines,2021-06-09,5447.0,126.0,156228.0,1286202.0,22190.0,6470776.0
Philippines,2021-06-10,7461.0,122.0,143641.0,1293663.0,22312.0,6614417.0
Philippines,2021-06-11,6662.0,195.0,,1300325.0,22507.0,
Philippines,2021-06-12,8012.0,145.0,,1308337.0,22652.0,6870054.0
Philippines,2021-06-13,7290.0,136.0,78495.0,1315627.0,22788.0,6948549.0
Philippines,2021-06-14,6415.0,57.0,96831.0,1322042.0,22845.0,7045380.0
Philippines,2021-06-15,5376.0,118.0,322929.0,1327418.0,22963.0,7368309.0
Philippines,2021-06-16,5402.0,158.0,194932.0,1332820.0,23121.0,7563241.0
Philippines,2021-06-17,6623.0,155.0,285151.0,1339443.0,23276.0,7848392.0
Philippines,2021-06-18,6818.0,109.0,202319.0,1346261.0,23385.0,8050711.0
Philippines,2021-06-19,6951.0,153.0,172048.0,1353212.0,23538.0,8222759.0
Philippines,2021-06-20,5778.0,83.0,184583.0,1358990.0,23621.0,8407342.0
Philippines,2021-06-21,5238.0,128.0,184064.0,1364228.0,23749.0,8591406.0
Philippines,2021-06-22,3651.0,60.0,,1367879.0,23809.0,
Philippines,2021-06-23,4338.0,119.0,,1372217.0,23928.0,
Philippines,2021-06-24,6024.0,108.0,,1378241.0,24036.0,
Philippines,2021-06-25,6799.0,116.0,,1385040.0,24152.0,9542612.0
Philippines,2021-06-26,6856.0,92.0,,1391896.0,24244.0,
Philippines,2021-06-27,6088.0,128.0,,1397984.0,24372.0,10065414.0
Philippines,2021-06-28,5595.0,84.0,,1403579.0,24456.0,
Philippines,2021-06-29,4471.0,101.0,,1408050.0,24557.0,10236354.0
Philippines,2021-06-30,4492.0,105.0,207053.0,1412542.0,24662.0,10443407.0
Philippines,2021-07-01,5784.0,135.0,260297.0,1418326.0,24797.0,10703704.0
Philippines,2021-07-02,6185.0,176.0,,1424511.0,24973.0,
Philippines,2021-07-03,5892.0,90.0,,1430403.0,25063.0,
Philippines,2021-07-04,5951.0,86.0,,1436354.0,25149.0,11708029.0
Philippines,2021-07-05,5364.0,43.0,,1441718.0,25192.0,
Philippines,2021-07-06,4103.0,104.0,,1445821.0,25296.0,11967805.0
Philippines,2021-07-07,4280.0,163.0,211632.0,1450101.0,25459.0,12179437.0
Philippines,2021-07-08,5473.0,191.0,310340.0,1455574.0,25650.0,12489777.0
Philippines,2021-07-09,5870.0,70.0,,1461444.0,25720.0,
Philippines,2021-07-10,5665.0,96.0,,1467109.0,25816.0,12942364.0
Philippines,2021-07-11,5754.0,99.0,179913.0,1472863.0,25915.0,13122277.0
Philippines,2021-07-12,5193.0,100.0,74005.0,1478056.0,26015.0,13196282.0
Philippines,2021-07-13,3595.0,77.0,246017.0,1481651.0,26092.0,13442299.0
Philippines,2021-07-14,3793.0,140.0,,1485444.0,26232.0,
Philippines,2021-07-15,5208.0,82.0,,1490652.0,26314.0,14074514.0
Philippines,2021-07-16,5667.0,162.0,391272.0,1496319.0,26476.0,14465786.0
Philippines,2021-07-17,6025.0,122.0,,1502344.0,26598.0,
Philippines,2021-07-18,5401.0,116.0,,1507745.0,26714.0,
Philippines,2021-07-19,5642.0,72.0,,1513387.0,26786.0,15096261.0
Philippines,2021-07-20,4502.0,58.0,,1517889.0,26844.0,
Philippines,2021-07-21,6549.0,30.0,,1524438.0,26874.0,15616562.0
Philippines,2021-07-22,5814.0,17.0,,1530252.0,26891.0,
Philippines,2021-07-23,6814.0,0.0,,1537066.0,26891.0,16426267.0
Philippines,2021-07-24,6210.0,240.0,,1543276.0,27131.0,
Philippines,2021-07-25,5456.0,93.0,,1548732.0,27224.0,17066135.0
Philippines,2021-07-26,6502.0,23.0,136286.0,1555234.0,27247.0,17202421.0
Philippines,2021-07-27,6955.0,71.0,312955.0,1562189.0,27318.0,17515376.0
Philippines,2021-07-28,4364.0,83.0,,1566553.0,27401.0,
Philippines,2021-07-29,5709.0,176.0,,1572262.0,27577.0,19359927.0
Philippines,2021-07-30,8556.0,145.0,,1580818.0,27722.0,
Philippines,2021-07-31,8136.0,167.0,,1588954.0,27889.0,
Philippines,2021-08-01,8641.0,127.0,,1597595.0,28016.0,
Philippines,2021-08-02,8067.0,77.0,,1605662.0,28093.0,20863544.0
Philippines,2021-08-03,6820.0,48.0,1625161.0,1612482.0,28141.0,22488705.0
Philippines,2021-08-04,7207.0,90.0,,1619689.0,28231.0,
Philippines,2021-08-05,8033.0,196.0,,1627722.0,28427.0,23199187.0
Philippines,2021-08-06,10608.0,246.0,,1638330.0,28673.0,
Philippines,2021-08-07,10997.0,162.0,,1649327.0,28835.0,
Philippines,2021-08-08,9487.0,287.0,,1658814.0,29122.0,24990042.0
Philippines,2021-08-09,8782.0,6.0,,1667596.0,29128.0,
Philippines,2021-08-10,8423.0,92.0,,1676019.0,29220.0,
Philippines,2021-08-11,11905.0,154.0,,1687924.0,29374.0,26127502.0
Philippines,2021-08-12,12201.0,165.0,,1700125.0,29539.0,
Philippines,2021-08-13,12857.0,299.0,,1712982.0,29838.0,
Philippines,2021-08-14,13885.0,232.0,,1726867.0,30070.0,
Philippines,2021-08-15,14369.0,270.0,,1741236.0,30340.0,27806881.0
Philippines,2021-08-16,14404.0,26.0,501612.0,1755640.0,30366.0,28308493.0
Philippines,2021-08-17,9770.0,96.0,,1765410.0,30462.0,
Philippines,2021-08-18,10698.0,161.0,,1776108.0,30623.0,29127240.0
Philippines,2021-08-19,14461.0,258.0,,1790569.0,30881.0,
Philippines,2021-08-20,16788.0,317.0,,1807357.0,31198.0,
Philippines,2021-08-21,16234.0,398.0,,1823591.0,31596.0,
Philippines,2021-08-22,15723.0,214.0,,1839314.0,31810.0,30389160.0
Philippines,2021-08-23,18310.0,151.0,303859.0,1857624.0,31961.0,30693019.0
Philippines,2021-08-24,11891.0,303.0,,1869515.0,32264.0,
Philippines,2021-08-25,13372.0,228.0,,1882887.0,32492.0,31433450.0
Philippines,2021-08-26,16127.0,236.0,,1899014.0,32728.0,
Philippines,2021-08-27,17652.0,113.0,,1916666.0,32841.0,
Philippines,2021-08-28,18829.0,167.0,,1935495.0,33008.0,
Philippines,2021-08-29,18341.0,101.0,,1953836.0,33109.0,33099392.0
Philippines,2021-08-30,22194.0,221.0,,1976030.0,33330.0,
Philippines,2021-08-31,13709.0,118.0,,1989739.0,33448.0,33706295.0
Philippines,2021-09-01,14124.0,85.0,406025.0,2003863.0,33533.0,34112320.0
Philippines,2021-09-02,16395.0,147.0,,2020258.0,33680.0,
Philippines,2021-09-03,20085.0,193.0,,2040343.0,33873.0,
Philippines,2021-09-04,20622.0,189.0,,2060965.0,34062.0,
Philippines,2021-09-05,19951.0,172.0,,2080916.0,34234.0,35838964.0
Philippines,2021-09-06,22380.0,103.0,156849.0,2103296.0,34337.0,35995813.0
Philippines,2021-09-07,18001.0,161.0,,2121297.0,34498.0,
Philippines,2021-09-08,17775.0,174.0,,2139072.0,34672.0,37176513.0
Philippines,2021-09-09,22734.0,61.0,551601.0,2161806.0,34733.0,37728114.0
Philippines,2021-09-10,17912.0,166.0,,2179718.0,34899.0,
Philippines,2021-09-11,26238.0,79.0,,2205956.0,34978.0,
Philippines,2021-09-12,21370.0,167.0,,2227326.0,35145.0,38746501.0
Philippines,2021-09-13,20684.0,162.0,395704.0,2248010.0,35307.0,39142205.0
Philippines,2021-09-14,18012.0,222.0,387868.0,2266022.0,35529.0,39530073.0
Philippines,2021-09-15,16909.0,213.0,500315.0,2282931.0,35742.0,40030388.0
Philippines,2021-09-16,21208.0,276.0,488457.0,2304139.0,36018.0,40518845.0
Philippines,2021-09-17,20277.0,310.0,,2324416.0,36328.0,
Philippines,2021-09-18,23062.0,255.0,,2347478.0,36583.0,
Philippines,2021-09-19,19201.0,205.0,,2366679.0,36788.0,41414015.0
Philippines,2021-09-20,18876.0,146.0,,2385555.0,36934.0,
Philippines,2021-09-21,16272.0,140.0,,2401827.0,37074.0,42131771.0
Philippines,2021-09-22,15515.0,154.0,,2417342.0,37228.0,
Philippines,2021-09-23,17327.0,177.0,,2434669.0,37405.0,43088582.0
Philippines,2021-09-24,18599.0,0.0,,2453268.0,37405.0,
Philippines,2021-09-25,16835.0,0.0,,2470103.0,37405.0,
Philippines,2021-09-26,20696.0,0.0,,2490799.0,37405.0,43933886.0
Philippines,2021-09-27,18320.0,89.0,427399.0,2509119.0,37494.0,44361285.0
Philippines,2021-09-28,13808.0,484.0,380456.0,2522927.0,37978.0,44741741.0
Philippines,2021-09-29,12753.0,186.0,405836.0,2535680.0,38164.0,45147577.0
Philippines,2021-09-30,14241.0,130.0,453519.0,2549921.0,38294.0,45601096.0
Philippines,2021-10-01,15466.0,199.0,,2565387.0,38493.0,
Philippines,2021-10-02,14739.0,163.0,,2580126.0,38656.0,
Philippines,2021-10-03,13166.0,112.0,,2593292.0,38768.0,46380460.0
Philippines,2021-10-04,10723.0,60.0,398206.0,2604015.0,38828.0,46778666.0
Philippines,2021-10-05,9034.0,0.0,1000085.0,2613049.0,38828.0,47778751.0
Philippines,2021-10-06,9868.0,0.0,612068.0,2622917.0,38828.0,48390819.0
Philippines,2021-10-07,9964.0,109.0,534697.0,2632881.0,38937.0,48925516.0
Philippines,2021-10-08,10559.0,295.0,,2643440.0,39232.0,
Philippines,2021-10-09,10963.0,273.0,,2654403.0,39505.0,
Philippines,2021-10-10,12119.0,119.0,,2666522.0,39624.0,49673491.0
Philippines,2021-10-11,8235.0,36.0,393099.0,2674757.0,39660.0,50066590.0
Philippines,2021-10-12,8517.0,236.0,409365.0,2683274.0,39896.0,50475955.0
Philippines,2021-10-13,7123.0,173.0,460748.0,2690397.0,40069.0,50936703.0
Philippines,2021-10-14,7835.0,152.0,545360.0,2698232.0,40221.0,51482063.0
Philippines,2021-10-15,7505.0,203.0,,2705737.0,40424.0,
Philippines,2021-10-16,7718.0,156.0,,2713455.0,40580.0,
Philippines,2021-10-17,6888.0,95.0,,2720343.0,40675.0,52303905.0
Philippines,2021-10-18,6896.0,86.0,479449.0,2727239.0,40761.0,52783354.0
Philippines,2021-10-19,4474.0,211.0,531715.0,2731713.0,40972.0,53315069.0
Philippines,2021-10-20,3592.0,5.0,523179.0,2735305.0,40977.0,53838248.0
Philippines,2021-10-21,4806.0,260.0,605913.0,2740111.0,41237.0,54444161.0
Philippines,2021-10-22,11005.0,283.0,,2751116.0,41520.0,
Philippines,2021-10-23,528.0,65.0,,2751644.0,41585.0,
Philippines,2021-10-24,5258.0,208.0,,2756902.0,41793.0,55715693.0
Philippines,2021-10-25,4377.0,149.0,538836.0,2761279.0,41942.0,56254529.0
Philippines,2021-10-26,4352.0,135.0,520224.0,2765631.0,42077.0,56774753.0
Philippines,2021-10-27,3166.0,271.0,719401.0,2768797.0,42348.0,57494154.0
Philippines,2021-10-28,3694.0,227.0,718033.0,2772491.0,42575.0,58212187.0
Philippines,2021-10-29,7397.0,46.0,,2779888.0,42621.0,
Philippines,2021-10-30,3978.0,423.0,,2783866.0,43044.0,
Philippines,2021-10-31,3392.0,128.0,,2787258.0,43172.0,59316764.0
Philippines,2021-11-01,3095.0,104.0,156898.0,2790353.0,43276.0,59473662.0
Philippines,2021-11-02,1954.0,128.0,932762.0,2792307.0,43404.0,60406424.0
Philippines,2021-11-03,1569.0,182.0,948521.0,2793876.0,43586.0,61354945.0
Philippines,2021-11-04,1766.0,239.0,1119389.0,2795642.0,43825.0,62474334.0
Philippines,2021-11-05,2323.0,260.0,,2797965.0,44085.0,
Philippines,2021-11-06,2643.0,154.0,,2800608.0,44239.0,
Philippines,2021-11-07,2599.0,191.0,,2803207.0,44430.0,64195936.0
Philippines,2021-11-08,2078.0,91.0,751430.0,2805285.0,44521.0,64947366.0
Philippines,2021-11-09,1380.0,46.0,817010.0,2806665.0,44567.0,65764376.0
Philippines,2021-11-10,2609.0,98.0,1052600.0,2809274.0,44665.0,66816976.0
Philippines,2021-11-11,1974.0,201.0,899229.0,2811248.0,44866.0,67716205.0
Philippines,2021-11-12,1835.0,169.0,,2813083.0,45035.0,
Philippines,2021-11-13,2071.0,237.0,,2815154.0,45272.0,
Philippines,2021-11-14,1810.0,309.0,,2816964.0,45581.0,69713994.0
Philippines,2021-11-15,1528.0,128.0,963777.0,2818492.0,45709.0,70677771.0
Philippines,2021-11-16,812.0,99.0,1002361.0,2819304.0,45808.0,71680132.0
Philippines,2021-11-17,1152.0,309.0,1083310.0,2820456.0,46117.0,72763442.0
Philippines,2021-11-18,1297.0,305.0,1154131.0,2821753.0,46422.0,73917573.0
Philippines,2021-11-19,1272.0,276.0,,2823025.0,46698.0,
Philippines,2021-11-20,1158.0,205.0,,2824183.0,46903.0,
Philippines,2021-11-21,1686.0,171.0,,2825869.0,47074.0,75600808.0
Philippines,2021-11-22,798.0,214.0,,2826667.0,47288.0,
Philippines,2021-11-23,1103.0,194.0,,2827770.0,47482.0,
Philippines,2021-11-24,873.0,200.0,,2828643.0,47682.0,
Philippines,2021-11-25,958.0,193.0,,2829601.0,47875.0,
Philippines,2021-11-26,677.0,142.0,,2830278.0,48017.0,
Philippines,2021-11-27,691.0,188.0,,2830969.0,48205.0,
Philippines,2021-11-28,741.0,156.0,,2831710.0,48361.0,81296947.0
Philippines,2021-11-29,599.0,140.0,,2832309.0,48501.0,
Philippines,2021-11-30,229.0,44.0,,2832538.0,48545.0,86421420.0
Philippines,2021-12-01,371.0,167.0,2648872.0,2832909.0,48712.0,89070292.0
Philippines,2021-12-02,564.0,40.0,1189329.0,2833473.0,48752.0,90259621.0
Philippines,2021-12-03,304.0,235.0,,2833777.0,48987.0,
Philippines,2021-12-04,395.0,243.0,,2834172.0,49230.0,
Philippines,2021-12-05,439.0,156.0,,2834611.0,49386.0,91777433.0
Philippines,2021-12-06,378.0,113.0,975553.0,2834989.0,49499.0,92752986.0
Philippines,2021-12-07,234.0,92.0,,2835223.0,49591.0,
Philippines,2021-12-08,211.0,170.0,,2835434.0,49761.0,94236990.0
Philippines,2021-12-09,562.0,175.0,,2835996.0,49936.0,
Philippines,2021-12-10,8.0,25.0,,2836004.0,49961.0,
Philippines,2021-12-11,186.0,135.0,,2836190.0,50096.0,
Philippines,2021-12-12,253.0,184.0,,2836443.0,50280.0,
Philippines,2021-12-13,190.0,61.0,,2836633.0,50341.0,97237440.0
Philippines,2021-12-14,45.0,10.0,786383.0,2836678.0,50351.0,98023823.0
Philippines,2021-12-15,49.0,98.0,1115780.0,2836727.0,50449.0,99139603.0
Philippines,2021-12-16,281.0,47.0,873996.0,2837008.0,50496.0,100013599.0
Philippines,2021-12-17,256.0,74.0,,2837264.0,50570.0,
Philippines,2021-12-18,110.0,105.0,,2837374.0,50675.0,
Philippines,2021-12-19,88.0,64.0,,2837462.0,50739.0,100907667.0
Philippines,2021-12-20,89.0,45.0,748532.0,2837551.0,50784.0,101656199.0
Philippines,2021-12-21,0.0,0.0,,2837551.0,50784.0,
Philippines,2021-12-22,64.0,132.0,,2837615.0,50916.0,
Philippines,2021-12-23,112.0,65.0,,2837727.0,50981.0,
Philippines,2021-12-24,221.0,69.0,,2837948.0,51050.0,
Philippines,2021-12-25,259.0,137.0,,2838207.0,51187.0,
Philippines,2021-12-26,267.0,13.0,,2838474.0,51200.0,105412678.0
Philippines,2021-12-27,216.0,11.0,878263.0,2838690.0,51211.0,106290941.0
Philippines,2021-12-28,211.0,2.0,986565.0,2838901.0,51213.0,107277506.0
Philippines,2021-12-29,736.0,28.0,,2839637.0,51241.0,
Philippines,2021-12-30,1381.0,132.0,,2841018.0,51373.0,108534301.0
Philippines,2021-12-31,2851.0,131.0,,2843869.0,51504.0,
Philippines,2022-01-01,3462.0,41.0,,2847331.0,51545.0,
Philippines,2022-01-02,4404.0,25.0,,2851735.0,51570.0,
Philippines,2022-01-03,3950.0,16.0,,2855685.0,51586.0,
Philippines,2022-01-04,5285.0,18.0,,2860970.0,51604.0,110089619.0
Philippines,2022-01-05,10727.0,58.0,785956.0,2871697.0,51662.0,110875575.0
Philippines,2022-01-06,17148.0,81.0,1033255.0,2888845.0,51743.0,111908830.0
Philippines,2022-01-07,21572.0,128.0,,2910417.0,51871.0,
Philippines,2022-01-08,26323.0,264.0,,2936740.0,52135.0,
Philippines,2022-01-09,28621.0,15.0,,2965361.0,52150.0,113364030.0
Philippines,2022-01-10,33105.0,143.0,885191.0,2998466.0,52293.0,114249221.0
Philippines,2022-01-11,27922.0,218.0,1054191.0,3026388.0,52511.0,115303412.0
Philippines,2022-01-12,32000.0,143.0,980980.0,3058388.0,52654.0,116284392.0
Philippines,2022-01-13,33917.0,82.0,1053234.0,3092305.0,52736.0,117337626.0
Philippines,2022-01-14,37070.0,79.0,,3129375.0,52815.0,
Philippines,2022-01-15,38867.0,43.0,,3168242.0,52858.0,
Philippines,2022-01-16,37062.0,49.0,,3205304.0,52907.0,118944887.0
Philippines,2022-01-17,36983.0,22.0,801345.0,3242287.0,52929.0,119746232.0
Philippines,2022-01-18,28380.0,33.0,899282.0,3270667.0,52962.0,120645514.0
Philippines,2022-01-19,22638.0,82.0,847891.0,3293305.0,53044.0,121493405.0
Philippines,2022-01-20,31034.0,109.0,820091.0,3324339.0,53153.0,122313496.0
Philippines,2022-01-21,32633.0,156.0,,3356972.0,53309.0,
Philippines,2022-01-22,30416.0,97.0,,3387388.0,53406.0,
Philippines,2022-01-23,29730.0,66.0,,3417118.0,53472.0,123365808.0
Philippines,2022-01-24,24851.0,47.0,,3441969.0,53519.0,
Philippines,2022-01-25,17535.0,79.0,,3459504.0,53598.0,124510385.0
Philippines,2022-01-26,15752.0,66.0,578732.0,3475256.0,53664.0,125089117.0
Philippines,2022-01-27,18191.0,72.0,,3493447.0,53736.0,
Philippines,2022-01-28,17967.0,65.0,,3511414.0,53801.0,
Philippines,2022-01-29,17313.0,70.0,,3528727.0,53871.0,
Philippines,2022-01-30,16929.0,20.0,,3545656.0,53891.0,
Philippines,2022-01-31,14516.0,112.0,,3560172.0,54003.0,126951502.0
Philippines,2022-02-01,9465.0,51.0,212104.0,3569637.0,54054.0,127163606.0
Philippines,2022-02-02,7122.0,43.0,453482.0,3576759.0,54097.0,127617088.0
Philippines,2022-02-03,8702.0,71.0,,3585461.0,54168.0,
Philippines,2022-02-04,8321.0,46.0,,3593782.0,54214.0,128482870.0
Philippines,2022-02-05,7425.0,0.0,,3601207.0,54214.0,
Philippines,2022-02-06,8345.0,312.0,,3609552.0,54526.0,
Philippines,2022-02-07,6507.0,12.0,,3616059.0,54538.0,129125464.0
Philippines,2022-02-08,3466.0,83.0,,3619525.0,54621.0,
Philippines,2022-02-09,3475.0,69.0,,3623000.0,54690.0,
Philippines,2022-02-10,3849.0,93.0,,3626849.0,54783.0,
Philippines,2022-02-11,3727.0,71.0,,3630576.0,54854.0,
Philippines,2022-02-12,3654.0,76.0,,3634230.0,54930.0,
Philippines,2022-02-13,2982.0,0.0,,3637212.0,54930.0,
Philippines,2022-02-14,2718.0,164.0,,3639930.0,55094.0,132013140.0
Philippines,2022-02-15,1996.0,52.0,,3641926.0,55146.0,
Philippines,2022-02-16,2671.0,77.0,,3644597.0,55223.0,
Philippines,2022-02-17,2196.0,107.0,,3646793.0,55330.0,133234116.0
Philippines,2022-02-18,2032.0,79.0,,3648825.0,55409.0,
Philippines,2022-02-19,1666.0,198.0,,3650491.0,55607.0,
Philippines,2022-02-20,1608.0,77.0,,3652099.0,55684.0,
Philippines,2022-02-21,1166.0,79.0,,3653265.0,55763.0,134332014.0
Philippines,2022-02-22,910.0,13.0,,3654175.0,55776.0,
Philippines,2022-02-23,1422.0,201.0,,3655597.0,55977.0,
Philippines,2022-02-24,1745.0,188.0,,3657342.0,56165.0,
Philippines,2022-02-25,1455.0,59.0,,3658797.0,56224.0,
Philippines,2022-02-26,1214.0,127.0,,3660011.0,56351.0,
Philippines,2022-02-27,1035.0,50.0,,3661046.0,56401.0,
Philippines,2022-02-28,946.0,50.0,,3661992.0,56451.0,
Philippines,2022-03-01,1062.0,0.0,,3663054.0,56451.0,
Philippines,2022-03-02,862.0,53.0,,3663916.0,56504.0,
Philippines,2022-03-03,978.0,34.0,,3664894.0,56538.0,
Philippines,2022-03-04,843.0,232.0,,3665737.0,56770.0,
Philippines,2022-03-05,935.0,109.0,,3666672.0,56879.0,
Philippines,2022-03-06,863.0,144.0,,3667535.0,57023.0,
Philippines,2022-03-07,733.0,43.0,,3668268.0,57066.0,
Philippines,2022-03-08,80.0,6.0,,3668348.0,57072.0,
Philippines,2022-03-09,0.0,110.0,,3668348.0,57182.0,
Philippines,2022-03-10,592.0,76.0,,3668940.0,57258.0,
Philippines,2022-03-11,582.0,0.0,,3669522.0,57258.0,
Philippines,2022-03-12,653.0,183.0,,3670175.0,57441.0,
Philippines,2022-03-13,564.0,169.0,,3670739.0,57610.0,137351822.0
Philippines,2022-03-14,554.0,15.0,,3671293.0,57625.0,
Philippines,2022-03-15,383.0,0.0,,3671676.0,57625.0,
Philippines,2022-03-16,387.0,110.0,,3672063.0,57735.0,
Philippines,2022-03-17,598.0,145.0,,3672661.0,57880.0,
Philippines,2022-03-18,531.0,0.0,,3673192.0,57880.0,
Philippines,2022-03-19,517.0,143.0,,3673709.0,58023.0,
Philippines,2022-03-20,570.0,240.0,,3674279.0,58263.0,
Philippines,2022-03-21,414.0,13.0,,3674693.0,58276.0,
Philippines,2022-03-22,284.0,5.0,,3674977.0,58281.0,
Philippines,2022-03-23,402.0,282.0,,3675379.0,58563.0,
Philippines,2022-03-24,442.0,208.0,,3675821.0,58771.0,141226139.0
Philippines,2022-03-25,407.0,0.0,,3676228.0,58771.0,
Philippines,2022-03-26,433.0,113.0,,3676661.0,58884.0,
Philippines,2022-03-27,328.0,131.0,,3676989.0,59015.0,
Philippines,2022-03-28,381.0,15.0,,3677370.0,59030.0,
Philippines,2022-03-29,242.0,8.0,,3677612.0,59038.0,
Philippines,2022-03-30,181.0,87.0,,3677793.0,59125.0,
Philippines,2022-03-31,0.0,124.0,,3677793.0,59249.0,
Philippines,2022-04-01,348.0,75.0,,3678141.0,59324.0,
Philippines,2022-04-02,368.0,0.0,,3678509.0,59324.0,
Philippines,2022-04-03,666.0,19.0,,3679175.0,59343.0,
Philippines,2022-04-04,268.0,22.0,,3679443.0,59365.0,143036759.0
Philippines,2022-04-05,222.0,5.0,262895.0,3679665.0,59370.0,143299654.0
Philippines,2022-04-06,258.0,52.0,,3679923.0,59422.0,
Philippines,2022-04-07,268.0,169.0,,3680191.0,59591.0,143751271.0
Philippines,2022-04-08,285.0,0.0,,3680476.0,59591.0,
Philippines,2022-04-09,298.0,139.0,,3680774.0,59730.0,
Philippines,2022-04-10,272.0,39.0,,3681046.0,59769.0,
Philippines,2022-04-11,270.0,8.0,,3681316.0,59777.0,144072000.0
Philippines,2022-04-12,200.0,1.0,,3681516.0,59778.0,
Philippines,2022-04-13,226.0,113.0,,3681742.0,59891.0,
Philippines,2022-04-14,271.0,41.0,,3682013.0,59932.0,
Philippines,2022-04-15,267.0,0.0,,3682280.0,59932.0,
Philippines,2022-04-16,219.0,32.0,,3682499.0,59964.0,
Philippines,2022-04-17,194.0,5.0,,3682693.0,59969.0,
Philippines,2022-04-18,168.0,7.0,,3682861.0,59976.0,144781087.0
Philippines,2022-04-19,155.0,6.0,227791.0,3683016.0,59982.0,145008878.0
Philippines,2022-04-20,358.0,8.0,,3683374.0,59990.0,
Philippines,2022-04-21,129.0,66.0,,3683503.0,60056.0,
Philippines,2022-04-22,225.0,0.0,,3683728.0,60056.0,
Philippines,2022-04-23,202.0,123.0,,3683930.0,60179.0,
Philippines,2022-04-24,200.0,3.0,,3684130.0,60182.0,
Philippines,2022-04-25,211.0,12.0,,3684341.0,60194.0,
Philippines,2022-04-26,121.0,1.0,,3684462.0,60195.0,146227002.0
Philippines,2022-04-27,192.0,20.0,,3684654.0,60215.0,
Philippines,2022-04-28,187.0,52.0,,3684841.0,60267.0,146592864.0
Philippines,2022-04-29,182.0,0.0,,3685023.0,60267.0,
Philippines,2022-04-30,233.0,74.0,,3685256.0,60341.0,
Philippines,2022-05-01,251.0,56.0,,3685507.0,60397.0,
Philippines,2022-05-02,186.0,13.0,,3685693.0,60410.0,146869397.0
Philippines,2022-05-03,133.0,2.0,,3685826.0,60412.0,
Philippines,2022-05-04,158.0,27.0,,3685984.0,60439.0,
Philippines,2022-05-05,168.0,0.0,,3686152.0,60439.0,
Philippines,2022-05-06,150.0,0.0,,3686302.0,60439.0,
Philippines,2022-05-07,173.0,0.0,,3686475.0,60439.0,
Philippines,2022-05-08,149.0,0.0,,3686624.0,60439.0,
Philippines,2022-05-09,178.0,0.0,,3686802.0,60439.0,
Philippines,2022-05-10,126.0,0.0,,3686928.0,60439.0,
Philippines,2022-05-11,109.0,0.0,,3687037.0,60439.0,148002124.0
Philippines,2022-05-12,139.0,13.0,,3687176.0,60452.0,
Philippines,2022-05-13,179.0,0.0,,3687355.0,60452.0,
Philippines,2022-05-14,171.0,0.0,,3687526.0,60452.0,
Philippines,2022-05-15,203.0,0.0,,3687729.0,60452.0,
Philippines,2022-05-16,158.0,0.0,,3687887.0,60452.0,
Philippines,2022-05-17,110.0,0.0,,3687997.0,60452.0,
Philippines,2022-05-18,103.0,0.0,,3688100.0,60452.0,148744701.0
Philippines,2022-05-19,195.0,0.0,,3688295.0,60452.0,
Philippines,2022-05-20,210.0,0.0,,3688505.0,60452.0,148929189.0
Philippines,2022-05-21,245.0,3.0,,3688750.0,60455.0,
Philippines,2022-05-22,191.0,0.0,,3688941.0,60455.0,
Philippines,2022-05-23,191.0,0.0,,3689132.0,60455.0,149520786.0
Philippines,2022-05-24,149.0,0.0,,3689281.0,60455.0,
Philippines,2022-05-25,176.0,0.0,,3689457.0,60455.0,
Philippines,2022-05-26,199.0,0.0,,3689656.0,60455.0,
Philippines,2022-05-27,200.0,0.0,,3689856.0,60455.0,
Philippines,2022-05-28,198.0,0.0,,3690054.0,60455.0,
